First Last,First,Last,Company,Domain
Kinda Lincoln,Kinda,Lincoln,Raven + Lily LLC,www.ravenandlily.com
Cynthia Rowley,Cynthia,Rowley,Cynthia Rowley,www.cynthiarowley.com
Jay Serafin Hartington,Jay,Hartington,Marissa Collections,www.marissacollections.com
Jeffrey Johnson,Jeffrey,Johnson,The Arrivals NYC,www.thearrivals.com
Chris Kaufman,Chris,Kaufman,"SoleTrade, LLC",www.stockx.com
Aaron Lavee,Aaron,Lavee,John Elliott,www.johnelliott.co
Camilla Bradley,Camilla,Bradley,CK Bradley,www.ckbradley.com
Nasir Kassamali,Nasir,Kassamali,"Luminaire (Miami), Inc.",www.luminaire.com
Eva Dunn Sims,Eva,Sims,Bella Bridesmaids,www.bellabridesmaids.com
Michael Ferguson,Michael,Ferguson,Haddrell’s Point Tackle & Supply,www.haddrellspoint.com
Craig Hower,Craig,Hower,"Outback Trading Company, Ltd.",www.outbacktrading.com
Peder Singleton,Peder,Singleton,Liingo Eyewear,www.liingoeyewear.com
Jason Polstein,Jason,Polstein,RIP-IT Sports,www.ripit.com
Jack Carlson,Jack,Carlson,Rowing Blazers,www.rowingblazers.com
Rony Amar,Rony,Amar,Deux par Deux,www.deuxpardeux.com
Karen Bell,Karen,Bell,"K.B. Socks, Inc.",www.kbellsocks.com
Andrew Redvanly,Andrew,Redvanly,Redvanly,www.redvanly.com
Jessica Jesse,Jessica,Jesse,BuDhaGirl,www.budhagirl.com
Sydney Ryan,Sydney,Ryan,"cabi, LLC",www.cabionline.com
Jill Green,Jill,Green,"Wee Ones, Inc.",www.weeones.com
